Model Name,Tuning Method,Average FRE,Average Word Log Frequency,Number of Sentences,Number of Newlines,Number of Errors
bloom-350m-german,ORIG,60.97,3.93,139,15,3
bloom-350m-german,ADP_Comp++_r16_n64_rk8,63.24,3.93,123,16,3
